hash,msg,parents,is_merge,files
7497b75be6d15acd3ca979e11672ee3b4ff7e4b9,"Test mode for flux-fill model
- can be used as ""checkpoint"" when inpainting
- inpaint CN (alimama) must not be present",['7258d462d88d619ef58230ae5af79056b3dbc3a2'],False,['workflow.py']
fbe3781ab9fb0a8e8a38b3319c8b4df488ad556c,Update resources,['7497b75be6d15acd3ca979e11672ee3b4ff7e4b9'],False,"['.gitignore', 'cloud_client.py', 'resources.py']"
a1571c2eb6cfb21cf207f23911073240d46b0e67,"Add some GGUF model detection
- this makes eg. SD3.5 medium GGUF work",['fbe3781ab9fb0a8e8a38b3319c8b4df488ad556c'],False,"['__init__.py', 'comfy_client.py', 'resources.py']"
89697ad202d44651161889d43fbd8c937d96c622,Reserve more space for custom params in case where none of the groups are expanded #1420,['a1571c2eb6cfb21cf207f23911073240d46b0e67'],False,['custom_workflow.py']
99023686dbf41d1ead90d4fe7c2f8e91856f97a7,Open auto-complete only if there are at least 3 characters _excluding_ trailing space #1417,['89697ad202d44651161889d43fbd8c937d96c622'],False,['autocomplete.py']
81f0195dffb1f5c3929ea00c3d349a12380ae87a,"Add a grace period between detecting a change and triggering generation in live preview (#1412)

* Add a grace period between detecting a change and triggering generation in live preview
* This will prevent some of the ""useless"" generations, e.g. from the very start of
  the brush stroke
* Period is configurable in settings; setting the default to 0 to
  preserve the existing behaviour
This at least partially addresses/follows the discussions in #628 and #1248
* Don't exit live generation loop when switching documents",['99023686dbf41d1ead90d4fe7c2f8e91856f97a7'],False,"['model.py', 'settings.py', 'settings.py']"
e12d24175b59864d427a5b1d4e512890bb1b4f35,"Modify live grace period to count seconds since the latest change.
Start to generate after no further changes have been made for N seconds.",['81f0195dffb1f5c3929ea00c3d349a12380ae87a'],False,['model.py']
842108b4e7b533bfbbdf53b66da67550299b13ab,Live grace period: add a max wait time,['e12d24175b59864d427a5b1d4e512890bb1b4f35'],False,['model.py']
5b286e1c6b14a1597634a56dbfe4842f35585105,"Auto-configure live grace period depending on avg generation time
- no delay if generation time is fast
- use default values otherwise, removed setting",['842108b4e7b533bfbbdf53b66da67550299b13ab'],False,"['model.py', 'settings.py', 'settings.py']"
8f437d31ee1f5428693919c98935d0e823fcb1e6,Properly cancel running job (cloud client),['5b286e1c6b14a1597634a56dbfe4842f35585105'],False,['cloud_client.py']
a77ad60c4f60df52b5032705ce4589743d26ead4,Update translation strings for 1.29.0,['8f437d31ee1f5428693919c98935d0e823fcb1e6'],False,"['es.json', 'fr.json', 'ja.json', 'ko.json', 'new_language.json.template', 'pt-br.json', 'ru.json', 'th.json', 'tr.json', 'zh-cn.json', 'zh-tw.json']"
8d707dcf7f4397da358efb10f76e3f72aa473deb,Update inpaint nodes to compatible version,['a77ad60c4f60df52b5032705ce4589743d26ead4'],False,['resources.py']
f7d8139470341c15007d99882a52995815970cf2,Update ru.json to v1.29.0,['8d707dcf7f4397da358efb10f76e3f72aa473deb'],False,['ru.json']
491a707f74779c728bee75bddc8f368cc0eed270,Add style models to managed extra model paths,['f7d8139470341c15007d99882a52995815970cf2'],False,"['resources.py', 'server.py']"
f3c135eb656003b17fe4f65a3d5f46ff002eba89,Update es.json to v1.29.0,['491a707f74779c728bee75bddc8f368cc0eed270'],False,['es.json']
2e5ca9c242bb4e1603d2674620a84465fed770ee,Check Python version before creating a venv,['f3c135eb656003b17fe4f65a3d5f46ff002eba89'],False,"['server.py', 'test_server.py']"
1102597a15449d987b2253e4f4918f6129730973,Lower minimum resolution for SDXL #1470,['2e5ca9c242bb4e1603d2674620a84465fed770ee'],False,['resolution.py']
a6f0c9bc1fad61bc6e078f502d5f514b44b3c990,Remove debug print,['1102597a15449d987b2253e4f4918f6129730973'],False,['text.py']
4a044cf3e55dace31ea365cee8aa0179f8f57674,"Fix assertion when there is a node with a ""type"" parameter in a custom workflow #1473",['a6f0c9bc1fad61bc6e078f502d5f514b44b3c990'],False,['custom_workflow.py']
af421af6eee543ed89e26cdb3e36ed075130fdad,"Pin github actions OS to ubuntu 22.04
- some issue between OpenSSL and Qt5 on latest 24.04",['4a044cf3e55dace31ea365cee8aa0179f8f57674'],False,['test.yml']
e424897c37c9916f7808882b1772b0707f3ad3aa,Improve compatibility with custom tag lists,['af421af6eee543ed89e26cdb3e36ed075130fdad'],False,['autocomplete.py']
5fddaaa021c069caa35c225c00e55e416b4f5695,fix formatting,['e424897c37c9916f7808882b1772b0707f3ad3aa'],False,['autocomplete.py']
8f9b449ee341b180e44eaeee46a29253d29089d9,Support regional lora,['5fddaaa021c069caa35c225c00e55e416b4f5695'],False,"['api.py', 'client.py', 'comfy_workflow.py', 'workflow.py', 'truck_landscape_lines.webp', 'test_workflow.py']"
c5dbce2d24402ffbcbfff859464e4057b74af5af,Fix issues when active layer change is emitted before the layer is part of the node tree #1475,['8f9b449ee341b180e44eaeee46a29253d29089d9'],False,['layer.py']
e7d59e07540546df9ae2c2521353ab724a35ab16,"Lock the style settings when a built-in style is selected
- user changes would be lost after an update
- show link to edit a copy of the style instead",['c5dbce2d24402ffbcbfff859464e4057b74af5af'],False,['style.py']
2d3139f3f61f75120e951ae8feb7a604fd1f6c16,Fix style settings lock not applied on first view,['e7d59e07540546df9ae2c2521353ab724a35ab16'],False,['style.py']
379c5a13dc128be45ff133463a55b73876f55d4b,Update japanese translation by @picolet21 #1490,['2d3139f3f61f75120e951ae8feb7a604fd1f6c16'],False,['ja.json']
8ba746351ab4909fd576af401eba90be28caf8f7,Revert default checkpoint priority for Digital Artwork XL,['379c5a13dc128be45ff133463a55b73876f55d4b'],False,['digital-artwork-xl.json']
b824497ef978202500acf4721c1ea738f73c2740,Tweak available space for control layer widget,['8ba746351ab4909fd576af401eba90be28caf8f7'],False,['control.py']
bf580cb47536d3250be5a47a82149ddc8762f47c,Region documentation (partial),['b824497ef978202500acf4721c1ea738f73c2740'],False,['regions.md']
3e5bb8f0c046cf4e91b1f08abc3192338f768131,Documentation: region workflows,['bf580cb47536d3250be5a47a82149ddc8762f47c'],False,['regions.md']
16de157a1cd2da018ab1c092933b202e73df143f,Documentation: regions advanced & workflows,['3e5bb8f0c046cf4e91b1f08abc3192338f768131'],False,['regions.md']
57fb56efcc54bbd2a35ef883bbf4d992fdef4c76,Documentation: regions images,['16de157a1cd2da018ab1c092933b202e73df143f'],False,['regions.md']
53c67d235b5facdedbaae682311dba3d0019e7a6,Fix empty error box being shown after connection error is resolved,['57fb56efcc54bbd2a35ef883bbf4d992fdef4c76'],False,"['model.py', 'widget.py']"
c85cbffcb8df490761d5c3d361ed745fba5c82ad,Create documentation pages with starlight,['53c67d235b5facdedbaae682311dba3d0019e7a6'],False,"['.gitignore', 'README.md', 'astro.config.mjs', 'package-lock.json', 'package.json', 'favicon.png', 'content.config.ts', 'index.mdx', 'regions.mdx', 'custom.css', 'tsconfig.json']"
029dada0aed8cb3daf53899a0b761b348301905e,Documentation: region guide images,['c85cbffcb8df490761d5c3d361ed745fba5c82ad'],False,"['logo.png', 'advanced-upscale.webp', 'basics-control-layers.svg', 'basics-coverage.webp', 'basics-groups.svg', 'basics-overview.svg', 'composition-control.webp', 'composition-regions.webp', 'introduction-no-regions.webp', 'introduction-regions-setup.webp', 'introduction-with-regions.webp', 'workflow-refine-region.webp', 'workflow-selection.webp']"
994026d9b94dd0d1e2a0e704cccc7947915e2f79,Documentation: move installation guide to docs project,['029dada0aed8cb3daf53899a0b761b348301905e'],False,"['astro.config.mjs', 'cloud-connected.webp', 'create-document.webp', 'enable-docker.webp', 'enable-plugin.webp', 'import-python-plugin.webp', 'local-install.webp', 'plugin-docker.webp', 'server-options.webp', 'sign-in.webp', 'ExternalLink.astro', 'Hint.astro', 'PluginIcon.astro', 'Soft.astro', 'installation.mdx', 'regions.mdx', 'custom.css']"
416ca7d951735d7b65ba863f430e3199b57fe6d9,Documentation: add base models reference page,['994026d9b94dd0d1e2a0e704cccc7947915e2f79'],False,"['astro.config.mjs', 'installation-workloads.png', 'styles.png', 'base-models.mdx', 'index.mdx']"
4a4e9cf0af522d7295b7d38e63122480070ce028,Documentation: move comfyui setup to docs project,['416ca7d951735d7b65ba863f430e3199b57fe6d9'],False,"['astro.config.mjs', 'ExternalLink.astro', 'comfyui-setup.mdx']"
257072321327e369be97b5e816a533ef63e558dc,Move model database to JSON file and fix some resource Ids,['4a4e9cf0af522d7295b7d38e63122480070ce028'],False,"['cloud_client.py', 'models.json', 'resources.py', 'test_resources.py']"
191b9141f5831449f2617fee3de4b7860e9af1f6,"Fix ""edit a copy"" link being visible for non-built-in styles",['257072321327e369be97b5e816a533ef63e558dc'],False,['style.py']
7a0fb699666ba015b4e3fe208e8f6b9e9204c8df,"Documentation: add filtered table with all required and optional model downloads
- uses the same database as the managed installer
- add some links for common configurations to comfyui setup",['191b9141f5831449f2617fee3de4b7860e9af1f6'],False,"['.gitignore', 'astro.config.mjs', 'package-lock.json', 'package.json', 'setup.ts', 'ExternalLink.astro', 'Hint.astro', 'ModelTable.astro', 'Path.astro', 'comfyui-setup.mdx', 'models.mdx', 'linux.svg', 'amd.svg', 'apple.svg', 'nvidia.svg', 'external-link.svg', 'custom.css']"
65092f1a83f7e6ceacb00e4f046edd8e8a008105,Documentation: migrate common issues and update links,['7a0fb699666ba015b4e3fe208e8f6b9e9204c8df'],False,"['server.py', 'style.py', 'server.py', 'settings.py', 'astro.config.mjs', 'grayed-out.png', 'log-files.png', 'workflow-export.png', 'common-issues.mdx']"
f5ce8fd678b331f994680cee3d7e6713e9bea380,Documentation: text prompts,['65092f1a83f7e6ceacb00e4f046edd8e8a008105'],False,"['astro.config.mjs', 'negative-prompt.png', 'prompt-translation-settings.png', 'prompt-translation.png', 'style-prompt.png', 'prompts.mdx']"
4981ce2f0ece0e21147d002b58cdba1558c6a004,Fix long layer names stretching the animation workspace UI,['f5ce8fd678b331f994680cee3d7e6713e9bea380'],False,['animation.py']
05c2ee6d3fb14817922f4ab61bdb6919be1a788e,Documentation: add first steps guide,['4981ce2f0ece0e21147d002b58cdba1558c6a004'],False,"['astro.config.mjs', 'diffusion-settings.png', 'generation-docker.png', 'generation-history.webp', 'live-sketch.webp', 'selections.webp', 'strength-slider.png', 'upscale-workspace.png', 'workspaces-dropdown.png', 'basics.mdx', 'control-layers.mdx', 'models.mdx', 'resolutions.mdx']"
d8473e0f01c1ec6e5cadde11b463d1ce98f2c2b5,Documentation: add selection fill guide,['05c2ee6d3fb14817922f4ab61bdb6919be1a788e'],False,"['astro.config.mjs', 'custom-inpaint-context-layer.webp', 'custom-inpaint-context-menu.png', 'custom-inpaint-context-selection.webp', 'custom-inpaint-global-selection.png', 'custom-inpaint-menu.png', 'inpaint-add-image.jpg', 'inpaint-add-mask.jpg', 'inpaint-expand-image.jpg', 'inpaint-expand-mask.jpg', 'inpaint-fill-image.jpg', 'inpaint-fill-mask.jpg', 'inpaint-menu.png', 'inpaint-original.jpg', 'inpaint-remove-image.jpg', 'inpaint-remove-mask.jpg', 'inpaint-replace-image.jpg', 'inpaint-replace-mask.jpg', 'preprocess-blur-65.webp', 'preprocess-input.webp', 'preprocess-mat.webp', 'preprocess-navier-stokes.webp', 'preprocess-neutral.webp', 'PluginIcon.astro', 'basics.mdx', 'custom-graph.mdx', 'regions.mdx', 'selections.mdx', 'custom.css']"
652170a5c8ff5d77b34abea3153e32746f42b92b,Documentation: add sampler guide,['d8473e0f01c1ec6e5cadde11b463d1ce98f2c2b5'],False,"['astro.config.mjs', 'custom-presets.png', 'sampler-presets.png', 'sampler-settings.png', 'samplers.mdx']"
59bb2408ed20d8c29cd975ac0305ab9a5506e16d,Documentation: add custom graphs guide,['652170a5c8ff5d77b34abea3153e32746f42b92b'],False,"['astro.config.mjs', 'krita-custom-workflow.json', 'connect.png', 'export.png', 'image-to-image.png', 'import.png', 'introduction.webp', 'krita-canvas.png', 'krita-output.png', 'krita-style.png', 'parameter-groups.png', 'parameters.png', 'save.png', 'selection-layers.png', 'send-text.png', 'text-to-image.png', 'workspace.png', 'comfyui-setup.mdx', 'custom-graph.mdx']"
ccb219d879a762d814417f6a852a36b25c162aa8,Documentation: about resolutions,['59bb2408ed20d8c29cd975ac0305ab9a5506e16d'],False,"['astro.config.mjs', 'checkpoint-resolution.png', 'performance-settings.png', 'resolutions.mdx']"
f6991a61e7b025fb63e66cc1f4824424513682cc,Documentation: add control layer basics and examples (partial),['ccb219d879a762d814417f6a852a36b25c162aa8'],False,"['composition-control.webp', 'depth-control.webp', 'depth-image.webp', 'line_art-control.webp', 'line_art-image.webp', 'pose-control.webp', 'pose-image.webp', 'scribble-control.webp', 'scribble-image.webp', 'soft_edge-control.webp', 'style-control-1.webp', 'style-control-2.webp', 'style-image-1.webp', 'style-image-2.webp', 'ui-overview.svg', 'PluginIcon.astro', 'SideBySide.astro', 'control-layers.mdx']"
6f16128672a6c566857d222da0a5ada89e1138ab,Fix input image not being scaled down when input extent drops below checkpoint resolution due to resolution multiplier #1532,['f6991a61e7b025fb63e66cc1f4824424513682cc'],False,"['resolution.py', 'test_resolution.py']"
216f89f83e95a966bf264200476b4ecbe9da120f,"Increase minimum resolution for SDXL slightly again, 512 looks quite bad after all",['6f16128672a6c566857d222da0a5ada89e1138ab'],False,['resolution.py']
60290ceaed3b733691e79b9a8f2610c18b0e6099,Documentation: control layer examples for all modes,['216f89f83e95a966bf264200476b4ecbe9da120f'],False,"['astro.config.mjs', 'canny_edge-control.webp', 'canny_edge-image.webp', 'face-control.webp', 'face-image.webp', 'normal-control.webp', 'normal-image.webp', 'reference-control.webp', 'reference-image.webp', 'segmentation-control.webp', 'segmentation-image.webp', 'soft_edge-control.webp', 'soft_edge-image.webp', 'stencil-control.webp', 'stencil-image.webp', 'unblur-control.webp', 'unblur-image.webp', 'control-layers.mdx']"
223d029b8f46cc74ae0501b1304289e233f52596,Documentation: edit front page,['60290ceaed3b733691e79b9a8f2610c18b0e6099'],False,"['ExternalLink.astro', 'index.mdx', 'custom.css']"
9affa827a3cebbc0bf7945d288c3987fca153a57,Add separate Arch for illustrious eps / illustrious v #1418,['223d029b8f46cc74ae0501b1304289e233f52596'],False,"['api.py', 'client.py', 'comfy_client.py', 'comfy_workflow.py', 'sd-version-illu-dark.svg', 'sd-version-illu-light.svg', 'sd-version-illu-v-dark.svg', 'sd-version-illu-v-light.svg', 'resolution.py', 'resources.py', 'theme.py', 'workflow.py', 'download_models.py', 'test_service.py']"
0be8cbe80e6a3b115bf407c3af16f0c7864b5454,Allow overriding the model architecture in style settings #1418,['9affa827a3cebbc0bf7945d288c3987fca153a57'],False,"['comfy_client.py', 'sd-version-illu-dark.svg', 'sd-version-illu-light.svg', 'resources.py', 'style.py', 'settings_widgets.py', 'style.py']"
f53f53b9571195e22b198e9b63100e54764bdfd2,Fix lora being applied per region even when it's part of the root prompt,['0be8cbe80e6a3b115bf407c3af16f0c7864b5454'],False,['workflow.py']
60d7fb9b8e76063308e2ce21d69a6ff304a27090,Add Illustrious/NoobAI control-net and ip-adapter models #1418,['f53f53b9571195e22b198e9b63100e54764bdfd2'],False,"['client.py', 'comfy_client.py', 'control.py', 'models.json', 'resources.py', 'control.py', 'workflow.py', 'download_models.py']"
3782bce3abc2a3be8e4afc95a23f618dcbf7c319,"Reorganize package selection for managed server install
- list all models grouped by base model
- allow install without selecting sd1.5/sdxl workload
- add illustrious models",['60d7fb9b8e76063308e2ce21d69a6ff304a27090'],False,"['__init__.py', 'models.json', 'server.py', 'base-models.mdx', 'index.mdx']"
0247da6914d0fff357d53c95b3d0fb906567e1b7,"Add rescale CFG as hidden style setting
- default 0.7 for zero-terminal snr models",['3782bce3abc2a3be8e4afc95a23f618dcbf7c319'],False,"['api.py', 'style.py', 'workflow.py']"
677de70764be1ca044bcf162244859232aae01e6,Documentation: style & splash images,['0247da6914d0fff357d53c95b3d0fb906567e1b7'],False,"['astro.config.mjs', 'ink-lake-v-low-dark.webp', 'ink-lake-v-low-light.webp', 'Hero.astro', 'ModelTable.astro', 'index.mdx', 'custom.css']"
c92cda72f0637ee5fa774a852595ab0e29c21336,"Update managed install to pytorch 2.5.1, update Comfy/nodes to latest versions",['677de70764be1ca044bcf162244859232aae01e6'],False,"['resources.py', 'server.py']"
5ffeae58a07b384a5e0a4964c3a5ce35c5246e85,Add default style for noobai,['c92cda72f0637ee5fa774a852595ab0e29c21336'],False,['anime-noobai-xl.json']
1bf09855f3d1d3c8ea4a173460e6c944211c48bc,"Documentation: title, keyword & style tweaks, fixed imports",['5ffeae58a07b384a5e0a4964c3a5ce35c5246e85'],False,"['astro.config.mjs', 'Header.astro', 'Hero.astro', 'PluginIcon.astro', 'SideBySide.astro', 'index.mdx', 'regions.mdx', 'custom.css']"
5211a45a626961fdca34ab6cadb48f7a75e277e1,Documentation: typo fixes,['1bf09855f3d1d3c8ea4a173460e6c944211c48bc'],False,"['SideBySide.astro', 'index.mdx', 'regions.mdx', 'custom.css']"
247b66165b74d88f691a8b57e25f27cae54efcc1,"Handle rare cases where the input resolution is larger than the initial resolution
- can happen when using resolution multiplier in 2-pass workflows",['5211a45a626961fdca34ab6cadb48f7a75e277e1'],False,['resolution.py']
707ec0c1c11accb7bce8b12536fecb27371e205e,Fixes for docker/cloud,['247b66165b74d88f691a8b57e25f27cae54efcc1'],False,"['api.py', 'cloud_client.py', 'resources.py', 'anime-noobai-xl.json', 'workflow.py', 'docker.py', 'Dockerfile', 'extra_model_paths.yaml', 'download_models.py', 'test_service.py']"
ab35bfb6941ed62c9f310c3f38dd31d9e0b54a4b,"Fix infinite recursion when loading a document
- canvasChanged
-> root.create_model
-> ModelSync.load
-> RecentSync.setter
-> settings.changed
-> CustomWorkflow.update_workflow
-> root.active_document
-> root.create_model
-> [LOOP]

There are many places to break the loop, fixing 3 of them hopefully also avoids similar loop in the future:
- add model to collection after creating it BEFORE loading the document, so model_for_active_document hits the already existing model
- don't emit settings change when updating recent (it's not directly set by user)
- don't update whole custom graph UI when settings change.
-- might break something?",['707ec0c1c11accb7bce8b12536fecb27371e205e'],False,"['root.py', 'settings.py', 'custom_workflow.py']"
ccd19e77e9f8ed33eee148b46623d31c5b3af5a0,Revert docker image to cuda 12.4 (the latest isn't commonly supported yet),['ab35bfb6941ed62c9f310c3f38dd31d9e0b54a4b'],False,['Dockerfile']
38c30b18983527e22cafe06359b3053dc3961699,Fix API deserialization if a list field is missing from the JSON,['ccd19e77e9f8ed33eee148b46623d31c5b3af5a0'],False,"['api.py', 'test_api.py']"
087e3b02d7bace98fa100a6f99cf20fcf311e24b,Documentation: update links to new docs,['38c30b18983527e22cafe06359b3053dc3961699'],False,"['README.md', 'settings.py', 'comfyui-setup.mdx']"
9427bb20cc847dd1ccf196ca3bdf254108e7a359,New strings for language files for 1.30.0,['087e3b02d7bace98fa100a6f99cf20fcf311e24b'],False,"['es.json', 'fr.json', 'ja.json', 'ko.json', 'new_language.json.template', 'pt-br.json', 'ru.json', 'th.json', 'tr.json', 'zh-cn.json', 'zh-tw.json']"
9e3e273a0ce252b17b68f06fb822812ff6e8fecb,Fix missing IPA face files and inputs,['9427bb20cc847dd1ccf196ca3bdf254108e7a359'],False,"['cloud_client.py', 'comfy_workflow.py']"
e6dc0f89f0ae906bfa3d12620f1e5bc5ac38020c,Add python3.12 to prioritized python versions,['9e3e273a0ce252b17b68f06fb822812ff6e8fecb'],False,['server.py']
10fa3603cc07539beddaeb168a8875c65ef3d883,"Fix inpaint resolution issues
- assertion when using control with 2-pass
- resize/crop mismatch when using max-pixel-count or multiplier",['e6dc0f89f0ae906bfa3d12620f1e5bc5ac38020c'],False,"['image.py', 'workflow.py', 'beach_depth_2304x1536.webp', 'beach_mask_2304x1536.webp', 'test_workflow.py']"
8ff40c71dfeecd5a90c7384a8a717df281450131,"Don't run ComfyUI in forced utf-8 mode. Instead try to determine the system locale. Close #1547
- Krita embedded python does not report it correctly
- not sure if this is an improvement...",['10fa3603cc07539beddaeb168a8875c65ef3d883'],False,"['server.py', 'util.py']"
68ba9a27eda31d6c5c4d02cc7ef5699d66f8042d,Increase sleepyness (yawn),['8ff40c71dfeecd5a90c7384a8a717df281450131'],False,['server.py']
ff5b5b965a7253e42c025ab0db4925d6dd3683d5,Adapt image transfer test,['68ba9a27eda31d6c5c4d02cc7ef5699d66f8042d'],False,['test_image_transfer.py']
6c9152f23e8fa6239fc8bc400953921e95778bee,Log managed server python version before starting it,['ff5b5b965a7253e42c025ab0db4925d6dd3683d5'],False,['server.py']
b13dcd57d559cbafa85098e06fa9689731670db4,"Add resource ids for every file in models.json
- allows mapping resources <-> models",['6c9152f23e8fa6239fc8bc400953921e95778bee'],False,"['models.json', 'resources.py', 'server.py', 'download_models.py']"
1b62f5b710a4988fd44bb76407c88cb1e53da26d,Fix insightface install on windows not using pre-built package #1553,['b13dcd57d559cbafa85098e06fa9689731670db4'],False,['server.py']
e8f78b97d5d6b273e11568320ad34a997246e668,Fix file server,['1b62f5b710a4988fd44bb76407c88cb1e53da26d'],False,['file_server.py']
37f07ab1cad5fbd3bf197e2d138725c4cbe1f2bd,Better error message when there no checkpoints,['e8f78b97d5d6b273e11568320ad34a997246e668'],False,"['comfy_client.py', 'models.json', 'resources.py']"
c02b66f59d7b210e0bf64a93d207bb1f846045e7,"Improve reporting about missing/supported models after connecting
- in both error and success case
- fix ""StopIteration"" error being reported",['37f07ab1cad5fbd3bf197e2d138725c4cbe1f2bd'],False,"['client.py', 'comfy_client.py', 'connection.py', 'resources.py', 'settings.py', 'Dockerfile']"
fd97758b5f798eeab48b012ea21a97d2db9a509e,Use ruff as code format / lint tool,['c02b66f59d7b210e0bf64a93d207bb1f846045e7'],False,"['test.yml', 'CONTRIBUTING.md', 'comfy_workflow.py', 'custom_workflow.py', 'files.py', 'image.py', 'resources.py', 'animation.py', 'autocomplete.py', 'control.py', 'diffusion.py', 'generation.py', 'region.py', 'style.py', 'widget.py', 'updates.py', 'pyproject.toml', 'requirements.txt', 'download_models.py', 'test_image.py', 'test_settings.py', 'test_updates.py']"
346cc1925299514e95d4ad928437987eae0d4a20,Use ruff check and adapt CI,['fd97758b5f798eeab48b012ea21a97d2db9a509e'],False,"['test.yml', 'CONTRIBUTING.md', '__init__.py', 'client.py', 'cloud_client.py', 'comfy_client.py', 'comfy_workflow.py', 'image.py', 'network.py', 'persistence.py', 'region.py', 'resolution.py', 'resources.py', 'root.py', 'server.py', 'actions.py', 'autocomplete.py', 'control.py', 'custom_workflow.py', 'generation.py', 'region.py', 'server.py', 'settings.py', 'settings_widgets.py', 'style.py', 'switch.py', 'widget.py', 'updates.py', 'util.py', 'websockets', 'workflow.py', 'pyproject.toml', 'docker.py', 'package.py', 'translation.py', 'conftest.py', 'test_client.py', 'test_custom_workflow.py', 'test_files.py', 'test_image.py', 'test_resolution.py', 'test_server.py', 'test_settings.py', 'test_util.py', 'test_workflow.py']"
964c668a3b97ca189a8655b0ffeb43566fc2d57b,"Update websockets to 14.2, remove invalid argument",['346cc1925299514e95d4ad928437987eae0d4a20'],False,['comfy_client.py']
18e9d4378464d90a97327642086da33ef5819f9a,Fix some accidents,['964c668a3b97ca189a8655b0ffeb43566fc2d57b'],False,"['test_client.py', 'test_image.py', 'test_workflow.py']"
a89ea2d11af4d5d5e418e4abe23a0dba2e4218f6,Cloud: use webp if client supports it,['18e9d4378464d90a97327642086da33ef5819f9a'],False,"['cloud_client.py', 'image.py', 'test_image_transfer.py']"
343f90804a4c680209d3155a0af68179ff26a6e2,Make input prompt drag resizable.,['a89ea2d11af4d5d5e418e4abe23a0dba2e4218f6'],False,"['region.py', 'widget.py']"
c04f3025898b8d491fd0d1d56cc84812c6f7ef84,Make sure there's only one resize handle per prompt box even when negative prompt is toggled while it's off-screen,['343f90804a4c680209d3155a0af68179ff26a6e2'],False,"['region.py', 'widget.py']"
11f3c7a25f74ba1db155bff69adc9be74f1d905f,"Remove SingleLineTextPromptWidget
- makes code simpler
- the multi-line widget with size of a single line still has weird bug when pressing backspace reduces the number of visible lines
- less invasive workaround for the bug is to restore it on focus-out (slightly worse user experience tho)",['c04f3025898b8d491fd0d1d56cc84812c6f7ef84'],False,"['autocomplete.py', 'region.py', 'settings.py', 'widget.py']"
f67297dce1a222b3d1327e22946e1047770af2fd,Fix bug where changing settings no longer worked after an unrelated setting had been changed,['11f3c7a25f74ba1db155bff69adc9be74f1d905f'],False,['settings.py']
0398be0ce5c05786a1ced2bd5e4468c1a695d8d0,Separate line count for live text prompts,['f67297dce1a222b3d1327e22946e1047770af2fd'],False,"['settings.py', 'live.py', 'region.py', 'settings.py', 'widget.py']"
af5de7e1e758f35562d43107d7fbbe1959f9281a,"Update es.json

update for 1.30.0",['0398be0ce5c05786a1ced2bd5e4468c1a695d8d0'],False,['es.json']
db25380eaab8d9552c60b4979a5600b020252a62,"Update pt-br.json

version 1.30.0",['af5de7e1e758f35562d43107d7fbbe1959f9281a'],False,['pt-br.json']
8f66241dc21be71176f1e18e3e14ba27bb37c4c4,Make TAB key work for auto-completion #1525,['db25380eaab8d9552c60b4979a5600b020252a62'],False,['widget.py']
ee57e0582d5f3602727e5064f866ab741c0b82b9,Fix #1505 with brute force,['8f66241dc21be71176f1e18e3e14ba27bb37c4c4'],False,['generation.py']
1ce05c86b65c64fb433a185322852aa0e1adc211,"Docker: use uv to pin requirements and install them
- also use it to install latest python 3.12
- previously was using ubuntu 22.04 stock python 3.11.0",['ee57e0582d5f3602727e5064f866ab741c0b82b9'],False,"['requirements.txt', 'docker.py', 'Dockerfile', 'requirements.in', 'requirements.txt']"
90cab405cdb6ff03f01ad884b1d28f8bcc8ed92a,Enable attaching VSCode to Krita via debugpy,['1ce05c86b65c64fb433a185322852aa0e1adc211'],False,"['.gitignore', '.gitmodules', 'launch.json', 'settings.json', 'CONTRIBUTING.md', '__init__.py', 'comfy_client.py', 'debugpy', 'extension.py', 'pyproject.toml', 'requirements.txt', 'package.py', 'translation.py']"
c3949287d28e6deb01d65e329f76054773deec98,"More flexibility for tiled upscale #1272 #1117
- unblur strength is a slider now
- tile overlap can be configured
- fix target resolution displayed wrong in some cases",['90cab405cdb6ff03f01ad884b1d28f8bcc8ed92a'],False,"['api.py', 'model.py', 'resolution.py', 'upscale.py', 'widget.py', 'workflow.py', 'test_resolution.py']"
1efa05baea69acad33ddf8d1d8b06e5ce4c1a599,Animation output support for custom workflows,['c3949287d28e6deb01d65e329f76054773deec98'],False,"['custom_workflow.py', 'jobs.py', 'model.py', 'persistence.py', 'resources.py', 'custom_workflow.py', 'generation.py']"
363ee4b9c276b1493fa19a82b8874018187c7316,Add missing line break,['1efa05baea69acad33ddf8d1d8b06e5ce4c1a599'],False,['settings.py']
afe5292b82f860d8929074bf5f5f51b391321fc7,Allow to resize the custom workflow params section & text prompt box within,['363ee4b9c276b1493fa19a82b8874018187c7316'],False,"['custom_workflow.py', 'persistence.py', 'custom_workflow.py']"
ed9c735b117e2537003c4d273275b770a08a38ac,Animation input for custom workflows via Krita Layer nodes,['afe5292b82f860d8929074bf5f5f51b391321fc7'],False,"['comfy_workflow.py', 'custom_workflow.py', 'image.py', 'layer.py', 'model.py', 'workflow.py']"
d7927cf60c11da05e2249897adbd6458d30efed0,Fix custom generat animation button requiring two clicks,['ed9c735b117e2537003c4d273275b770a08a38ac'],False,['custom_workflow.py']
dfbf4a4ac8721ff9c5510c88b5937adc9b96806d,Fix tests,['d7927cf60c11da05e2249897adbd6458d30efed0'],False,['test_workflow.py']
a7615077a9ba20eac1d440390910c33831670092,Add a seed icon to generate button on-hover as a reminder when using fixed seed #376,['dfbf4a4ac8721ff9c5510c88b5937adc9b96806d'],False,"['seed-dark.svg', 'seed-light.svg', 'widget.py']"
